text,author,likes,replyCount,cleaned_text
0:14 those women with beard is most American think ever,@Amen6magi,0,0, those women with beard is most american think ever
You all just got trolled by the GOAT!!!!,@steveblatt171,0,0,you all just got trolled by the goat
Can I go to the real timeline now?,@Therealtom1,0,0,can i go to the real timeline now
Haha very funny guys. ok now where are the cameras?,@Therealtom1,0,0,haha very funny guys ok now where are the cameras
And people still think he is a christian,@garvitkumar4038,0,0,and people still think he is a christian
😂😂😂 love it 👏👏👏Brilliant idea 👌,@Annah-ek3rq,2,0,face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy love it clapping_handsclapping_handsclapping_handsbrilliant idea OK_hand
I think his political opinions all revolve around the maximization of golf courses,@TyeMaynard,0,0,i think his political opinions all revolve around the maximization of golf courses
Waoooooow...(Based Based Based Based),@levelfive7662,0,0,waoooooowbased based based based
Sick to the core,@sammak5507,1,0,sick to the core
"hahahahaha look at all the pearl-clutching moralizers FREAKING out, the 4chan president strikes again 🤣😂",@-TriP-,0,0,hahahahaha look at all the pearlclutching moralizers freaking out the chan president strikes again rolling_on_the_floor_laughingface_with_tears_of_joy
Pro-Palestinians getting mad at this show they have no sense of humor. 😄,@psykofreac9188,0,0,propalestinians getting mad at this show they have no sense of humor smiling_face_with_open_mouth_&_smiling_eyes
"As a Trump supporter, I do not support this.",@jakeusaf9401,1,3,as a trump supporter i do not support this
"Sad day for satire, because ""reality"" is doing satire's job already...",@GeniDane,0,0,sad day for satire because reality is doing satires job already
This can't be real. But it is,@aynurbalagazade2507,0,0,this cant be real but it is
I thought this was a joke or meme of some kind. This man is serious? Someone okay'd this add? So this was his goal. To build a Trump resort. I'm done.,@Simon_Electric,1,0,i thought this was a joke or meme of some kind this man is serious someone okayd this add so this was his goal to build a trump resort im done
I will never have been keep dreaming,@magednuman,0,0,i will never have been keep dreaming
Trump Gaza best Gaza!,@neverstopschweiking,1,0,trump gaza best gaza
Will no one rid us of this pestilence?,@k2k273,0,0,will no one rid us of this pestilence
Did he delete this from his twitter account?,@dreamybullx1,1,0,did he delete this from his twitter account
The giant gold statue tells you all you need to know.,@mattnewman1968,310,10,the giant gold statue tells you all you need to know
The song is catchy.,@coolspider295,1,0,the song is catchy
Make Gaza great again! That's what you voted for right?,@MischiefMagnet,0,0,make gaza great again thats what you voted for right
And now we know why Trump needs the gold from Fort Knox.,@gulasz100,0,0,and now we know why trump needs the gold from fort knox
XD how it is possible that US gov is so unhinged,@asada1024,0,0,xd how it is possible that us gov is so unhinged
I'd rather live in the present Gaza than Trump's Gaza,@cardboardchewer,2,0,id rather live in the present gaza than trumps gaza
israel planned October 7th,@finlayrichardson2803,2,0,israel planned october th
"The only explanation could be that he is senile, otherwise this is not just absurd, it's frightening as it's coming from a man with great power in his hands. Happy I'm a European right now and really worried about my US friends",@mariyakosturska4264,0,0,the only explanation could be that he is senile otherwise this is not just absurd its frightening as its coming from a man with great power in his hands happy im a european right now and really worried about my us friends
Maybe the ppl who vote trump should seem the pass,@Matpipe3,0,0,maybe the ppl who vote trump should seem the pass
"Tomorrow they will like Greece, the day after Malta, and after that Cyprus, etc...when will people put their foot down once and for all and end colonization and genocide forever? I am beyond sick of expecting better of us as a species. We can not allow this to keep happening...Empathy for each and every human is necessary because tomorrow, this could be any of us...on any given piece of land.",@o.a-b7212,1,0,tomorrow they will like greece the day after malta and after that cyprus etcwhen will people put their foot down once and for all and end colonization and genocide forever i am beyond sick of expecting better of us as a species we can not allow this to keep happeningempathy for each and every human is necessary because tomorrow this could be any of uson any given piece of land
"It was Feb 2025 ,the year when the US fell  .....",@TyWerks,1,0,it was feb  the year when the us fell  
"it's a top/down battle guys, not left/right...lest you all forget that.",@o.a-b7212,1,0,its a topdown battle guys not leftrightlest you all forget that
I'm literally shaking. I'll be busy all days writing furious entries in my diary,@arispaparis,1,0,im literally shaking ill be busy all days writing furious entries in my diary
"Its nice to see the president is adapting to meme culture. Too bad the left cant. Trump can troll? Oh, the agony",@co3koolkid,2,0,its nice to see the president is adapting to meme culture too bad the left cant trump can troll oh the agony
Haha .. my Advise for you trump .. fix ur country first .. there is too much Areas in ur country damage,@Humanity_first.005,0,0,haha  my advise for you trump  fix ur country first  there is too much areas in ur country damage
This is vile beyond description.,@joanbyron6720,1,0,this is vile beyond description
My favourite part is the bikini ladies with beards dancing on the beach,@swampybwoy,0,0,my favourite part is the bikini ladies with beards dancing on the beach
My ma loves trump but she never mentions when he does weird sht like this,@amberadams2935,0,0,my ma loves trump but she never mentions when he does weird sht like this
turn up the volume loudly 👊💪,@Lvlc454,1,0,turn up the volume loudly oncoming_fistflexed_biceps
It must be a troll video. Surely to goodness I has to be.,@Bobby3-x4u,0,0,it must be a troll video surely to goodness i has to be
"Oh, Americans, what have you done to this world...",@annagdula1889,4,0,oh americans what have you done to this world
The genocide coalition has lost its mind! The indigenous native Gazans will never surrender to white settler colonization of their native lands.,@waheedtahan2428,1,0,the genocide coalition has lost its mind the indigenous native gazans will never surrender to white settler colonization of their native lands
"An embarressment to humanity, whats left of it",@fullstons,2,0,an embarressment to humanity whats left of it
I don't want to live on this earthly plane anymore,@kemcolian2001,0,0,i dont want to live on this earthly plane anymore
There are building paradise on the bones of 18000 children. This is disgusting. Please stop inhuman being.,@Al_vi_na123,2,0,there are building paradise on the bones of  children this is disgusting please stop inhuman being
What a joke of the president of the USA,@ksriparna,0,0,what a joke of the president of the usa
I just find it funny that trump shared a video with belly dancers with beards,@ulfrmolette1043,0,0,i just find it funny that trump shared a video with belly dancers with beards
"PMSL, this is brilliant, outstanding AF. Every Guardian reader must watch this and post YouTube videos of themselves having a hissy fit.",@makinganoise6028,0,0,pmsl this is brilliant outstanding af every guardian reader must watch this and post youtube videos of themselves having a hissy fit
Billionaires and millionaires in politics are only there for themselves.,@goatculler,0,0,billionaires and millionaires in politics are only there for themselves
Trump Gaza Casino and beach resort  soon😮.,@aloysiusprasetyo3737,1,0,trump gaza casino and beach resort  soonface_with_open_mouth
Shouldnt the headline be Guardian News Shares Bizarre AI generated video of Trump Gaza.,@Heilviceivar,0,0,shouldnt the headline be guardian news shares bizarre ai generated video of trump gaza
Disgraceful and sickening. So callous it's off the scale. Sad day,@BrooklynBellRoss,30,0,disgraceful and sickening so callous its off the scale sad day
The beat is quite sick ngl,@yxxx2790,2,2,the beat is quite sick ngl
"Sick and disgusting, no words to describe this.....",@nanonano9728,0,0,sick and disgusting no words to describe this
"That's too funny. I hope Elon make America Better. Americans don't worry, trump is just a poster boy, real reason I am trusting the future is Elon knows how to make things work. Soon we might have actual flying cars.",@nitishhaldar2567,2,0,thats too funny i hope elon make america better americans dont worry trump is just a poster boy real reason i am trusting the future is elon knows how to make things work soon we might have actual flying cars
Its the bearded dancers for me😂😂,@junit1123,3,1,its the bearded dancers for meface_with_tears_of_joyface_with_tears_of_joy
Palestine got to move out of Gaza or this will continue or history repeats itself as Egypt went to war in Gaza and Jordon    now Israel,@michaelnorthey3108,0,0,palestine got to move out of gaza or this will continue or history repeats itself as egypt went to war in gaza and jordon    now israel
Europe happily takes on refugees from the US😂,@anjac3645,1,0,europe happily takes on refugees from the usface_with_tears_of_joy
I wish people would realize there is more to life than the ignorance and immaturity that we currently call politics,@PiaLoveBSNRNCCBTP,0,0,i wish people would realize there is more to life than the ignorance and immaturity that we currently call politics
The video reminds me of the mocking videos the IDF posted of themselves blowing Gaza up. Cruel.,@Lynn-i2w,1,0,the video reminds me of the mocking videos the idf posted of themselves blowing gaza up cruel
"""I dont wanna be a wise guy. "" Buddy, you are actively shaking down the Ukrainian president for your protection money. You are a mobster.",@weggooi9177,0,0,i dont wanna be a wise guy  buddy you are actively shaking down the ukrainian president for your protection money you are a mobster
What a lovely vision for Middle East lets hope president Trump gonna deliver this project that could be TUI top sell in 2030,@bartekjasinski2626,0,0,what a lovely vision for middle east lets hope president trump gonna deliver this project that could be tui top sell in 
Threw up in my mouth,@megsovegso,0,0,threw up in my mouth
Turning the ragebait up to 11.,@davidbean6973,0,0,turning the ragebait up to 
Someone from the avengers 100% changed smth in the past because THIS IS DEFINITELY A NEW TIMELINE WE DIDNT ASK FOR,@Couldntfindaname111,1,0,someone from the avengers  changed smth in the past because this is definitely a new timeline we didnt ask for
What about slums in the US 😡 Fix USA.,@jennyl.2689,0,0,what about slums in the us pouting_face fix usa
Goofy comicbook supervillain behavior. Living in the dumbest timeline.,@insight1428,1,0,goofy comicbook supervillain behavior living in the dumbest timeline
We truly are in a cyberpunk dystopia,@joemama-jd8bg,0,0,we truly are in a cyberpunk dystopia
But who posted the video,@OOJeZTER,0,0,but who posted the video
"This was exactly what I needed, thanks!",@IsabelTran-c5r,0,0,this was exactly what i needed thanks
Why do American-style rap and music videos always make it hard to distinguish between druggies and rappers alike? I'm really wonder about it.,@GO-zh8if,0,0,why do americanstyle rap and music videos always make it hard to distinguish between druggies and rappers alike im really wonder about it
0:15  😂 😂 😂 😂,@AHas-rh4qs,1,0,  face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
Isreal won this war,@RastamanD974,0,1,isreal won this war
This is why I love Trump. People were ignorant of Gaza when Biden was president. Trump didn't even notice the bearded belly dancers!!! 😂,@SkullyTheHypnoSkull,0,0,this is why i love trump people were ignorant of gaza when biden was president trump didnt even notice the bearded belly dancers face_with_tears_of_joy
"This is from 9B, we dislike this video. We dislike Donald Trump even more. He is built like an orange. Get out Donald Trump.",@CameronMcCowan-w3h,0,0,this is from b we dislike this video we dislike donald trump even more he is built like an orange get out donald trump
500 billion of our tax money for this?,@mikemiller0420,2,0, billion of our tax money for this
It's funny but in a South Park kind of way,@nikolaichenko3074,0,0,its funny but in a south park kind of way
Lord hold our hands while we stomach this mad age.,@OYEntertainment,2,0,lord hold our hands while we stomach this mad age
Trump will get his hands on the gas fields off the coast of Gaza. That's all. He will take over every foreign country for his benefits and make money while he cuts off anyone else.,@peppermintgreen4821,3,1,trump will get his hands on the gas fields off the coast of gaza thats all he will take over every foreign country for his benefits and make money while he cuts off anyone else
Trump Gaza number 1 🎉🤑,@asdasd-os5vk,0,0,trump gaza number  party_poppermoney-mouth_face
"You are dreaming, kid",@marwanlat3203,0,0,you are dreaming kid
The best resort in the Mediterranean: Trump Gaza.,@d9637568,1,0,the best resort in the mediterranean trump gaza
Just so farfetched and nothing to do with reality.,@RedandBlackS10,1,0,just so farfetched and nothing to do with reality
"We did it to North America, we can do it anywhere! - America Man....",@superfuss1984,0,0,we did it to north america we can do it anywhere  america man
Gaza? He won't fix the homelessness on streets in America?,@CCSiggy-zg1rg,2,0,gaza he wont fix the homelessness on streets in america
Nebuchadnezzar in the Book of Daniel chapter 3. 📖,@Simba______,2,0,nebuchadnezzar in the book of daniel chapter  open_book
Trump's team is trolling you and you fall for it.,@laughingvampire7555,0,0,trumps team is trolling you and you fall for it
hahahah this video is amazing. Thank you AI 🤣🤣🤣,@SigmaSaint78,1,0,hahahah this video is amazing thank you ai rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
This is fire tho,@Craterbon,1,0,this is fire tho
Love it. Next UK!,@zugul,1,0,love it next uk
Guys this is prophecized!!!! There shall be no golden statues. We must stop this,@vince8005,4,0,guys this is prophecized there shall be no golden statues we must stop this
What are those guys with beards and dancing on women's dresses ? Are they trans or what ?,@TanvirAlif,4,0,what are those guys with beards and dancing on womens dresses  are they trans or what 
lol now this is epic,@lordsneed9418,2,0,lol now this is epic
"This is so disgusting. I'm ashamed of my so called ""leaders.""",@markonfilms,5,1,this is so disgusting im ashamed of my so called leaders
As if dTrumph cannot be any more disgraceful,@bradlannon,1,0,as if dtrumph cannot be any more disgraceful
OMG! TRUMP has actually lost his mind! I want to gouge my eyes out because I can't unsee it! What a joke...,@CarolineBoudakian-g5k,3,1,omg trump has actually lost his mind i want to gouge my eyes out because i cant unsee it what a joke
That was the worst music video I've ever watched,@haru-q3p,0,0,that was the worst music video ive ever watched
While I agree a new vision is needed this is so unfunny and poor taste is an understatement,@junineschoen4373,0,0,while i agree a new vision is needed this is so unfunny and poor taste is an understatement
Why do the women at 0:14 have beards 😂,@Ian_Hawke99,4,2,why do the women at  have beards face_with_tears_of_joy
Why do the beach belly dancers have full beards?Out of control.,@danmcnamara3287,0,0,why do the beach belly dancers have full beardsout of control
The only thing worse than this is Trump actually thinking this was something he should post!,@dadada486,42,0,the only thing worse than this is trump actually thinking this was something he should post
"Ah, this is the timeline in which the back to the future bully becomes powerful",@vicomtedemousson5324,1,0,ah this is the timeline in which the back to the future bully becomes powerful
This is what happens when know nothing know it alls take over..we are doomed😢,@arthurlawrenson,2,0,this is what happens when know nothing know it alls take overwe are doomedcrying_face
"Loved the content, keep it coming!",@DerkXo-d9o,0,0,loved the content keep it coming
Trump Gaza #1 😂😂😂It's catchy,@Lrxxx321,1,0,trump gaza  face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyits catchy
Where was Putin?  Why wasn't he in the video?,@tbash69,0,0,where was putin  why wasnt he in the video
I can't wait for South Park season 28...,@itsriversnow,0,0,i cant wait for south park season 
Won't do USAid unless it's USAnnexation.,@tommie3700,1,0,wont do usaid unless its usannexation
Enjoy the movie folks    🐸👌...🍿,@denverdog44,0,0,enjoy the movie folks    frog_faceOK_handpopcorn
"Hilarious troll by Trump.  Surely no one's taking this seriously.  If you are,  get some help.",@dogpoofairy2517,4,1,hilarious troll by trump  surely no ones taking this seriously  if you are  get some help
Gaza is The 52 state .  US army get ready.,@waichoi,1,0,gaza is the  state   us army get ready
It's obviously a joke.  AI is hilarious.,@ChuckHolland-i4b,0,0,its obviously a joke  ai is hilarious
You know you want it. TRUMP FOR WORLD PRESIDENT,@BigG87,0,0,you know you want it trump for world president
What did i just watched?! Geez...,@justusjonas2441,0,0,what did i just watched geez
"So...Trump shares this.....does he know that by the time Gaza looked like this he would literally be like 130 years old, and DEAD?",@DavidEkstrom2025,1,0,sotrump shares thisdoes he know that by the time gaza looked like this he would literally be like  years old and dead
Bro became sadam hossain,@wolfmelody2787,1,1,bro became sadam hossain
❤ too all these people that comment even tho the subject that brought us here was awful i feel safe reading the comments,@illuminated_destiny,0,0,red_heart too all these people that comment even tho the subject that brought us here was awful i feel safe reading the comments
"What lack of character and contempt for humanity can bring such cynicism into the world, while mothers are mourning their dead children in the bomb ruins of their houses!!!??? This is a disgrace for all of humanity!",@josefhasenoehrl,106,0,what lack of character and contempt for humanity can bring such cynicism into the world while mothers are mourning their dead children in the bomb ruins of their houses this is a disgrace for all of humanity
Looks like a trailer for GTA 6 lol,@Seal-v5k,1,0,looks like a trailer for gta  lol
This is so hilarious,@Uomo_Universale,0,0,this is so hilarious
"""Their heart is divided; now shall they be found faulty: he shall break down their altars, he shall spoil their images.""Hosea 10:2, KingJamesVersion",@tjipjoustra4359,2,0,their heart is divided now shall they be found faulty he shall break down their altars he shall spoil their imageshosea  kingjamesversion
I anyone else noticed that the two ladies dancing on the beach right after Elon eating have beards?😂😂😂😂😂,@ameliaarnold6815,1,0,i anyone else noticed that the two ladies dancing on the beach right after elon eating have beardsface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
😮😮😮😮This is so bad... he almost told the truth. 😮,@taresandwheattarotshow1618,0,0,face_with_open_mouthface_with_open_mouthface_with_open_mouthface_with_open_mouththis is so bad he almost told the truth face_with_open_mouth
with love from north korea,@ivanbondarchuk9360,0,0,with love from north korea
"I like how trump is with the women , Elon eating food 😂 the song is catchy! I believe that Trump could totally transform Gaza",@ameliaarnold6815,0,0,i like how trump is with the women  elon eating food face_with_tears_of_joy the song is catchy i believe that trump could totally transform gaza
"Bahahaha, they're all driving Teslas.😂",@adolfmcduck1265,2,0,bahahaha theyre all driving teslasface_with_tears_of_joy
"In the book of Daniel , King Nebuchadnezzar  had a golden statue put up just like this one.",@1of123,3,0,in the book of daniel  king nebuchadnezzar  had a golden statue put up just like this one
I just threw up in my mouth.,@cameraz99,2,0,i just threw up in my mouth
this hits to hard,@mitchellwilley7208,1,0,this hits to hard
"Trump Video horrible and very disrespectful as a  Christian it sickens me !  Thousands of people have died men, woman , children on the both sides  the video is beyond pathetic !",@VikingsFan-iu5kq,1,0,trump video horrible and very disrespectful as a  christian it sickens me   thousands of people have died men woman  children on the both sides  the video is beyond pathetic 
That video is so sick!!! TRUMP GAZA #1,@JP-eo8xb,0,1,that video is so sick trump gaza 
Mr.Trump power player ✊️ New alliance dawning 🇮🇳🇮🇱🇺🇲,@Anomalosee-d4d,2,0,mrtrump power player raised_fist new alliance dawning 
"Palestine will always remain a middle eastern country belonged by Palestinians. Not an American President and definitely not its spoiled child Israel, will take it. Not so dear usa try staying there away from middle east and Europe and try minding your own business",@nad9695,0,0,palestine will always remain a middle eastern country belonged by palestinians not an american president and definitely not its spoiled child israel will take it not so dear usa try staying there away from middle east and europe and try minding your own business
That actually looks nice,@magiccarp3710,0,0,that actually looks nice
Omg this came from trump ... i though some kid made an Ai video as a joke and posted it on yt shorts,@MikeMW87,0,0,omg this came from trump  i though some kid made an ai video as a joke and posted it on yt shorts
"I'm sure he realizes that he's not talking to investors for a new Trump Dump, but to the entire planet.  He's acting like this is a real estate deal for himself when it's supposed to be about rebuilding homes for the people whose lives have been destroyed by the Convict's buddy Netty.",@michaeljmcgee8800,0,0,im sure he realizes that hes not talking to investors for a new trump dump but to the entire planet  hes acting like this is a real estate deal for himself when its supposed to be about rebuilding homes for the people whose lives have been destroyed by the convicts buddy netty
That will be great,@_wizard_071,0,0,that will be great
A gold statue of trump ridiculous,@susanbutler6895,0,0,a gold statue of trump ridiculous
I just vomited  a little,@abigailpankhurst7386,0,0,i just vomited  a little
Trump is incarnation of Reynald Chatillon ( Reynald planned to destroy of   holy places in Mecca ),@ArturCeltycki-oz4re,0,0,trump is incarnation of reynald chatillon  reynald planned to destroy of   holy places in mecca 
Zion Don strikes again,@IuliCobbler,0,0,zion don strikes again
Miami vice moving to gaza,@Hair-n8g,0,0,miami vice moving to gaza
"Great tips, thanks for sharing!",@RasoaWafula-q1s,0,0,great tips thanks for sharing
This is proof of his total disregard for human life.,@Jamminmotorking,3,0,this is proof of his total disregard for human life
"He aimed at a kingdom, he got a revolution, what an ignorant, story repeating",@JesuisIamEstoyyoSonoIoIchbin,0,0,he aimed at a kingdom he got a revolution what an ignorant story repeating
He and/or his councellors have gone mad!,@mirjahmlinen2698,0,0,he andor his councellors have gone mad
Imagine 😢Trump wanted to displaced the Poor people of gaza for making the hotspot of  nude dance with girl... WaahWhat a barbaric mind occupied he is...!,@abdulwahid8491,2,0,imagine crying_facetrump wanted to displaced the poor people of gaza for making the hotspot of  nude dance with girl waahwhat a barbaric mind occupied he is
I think Trump's idea of turning Gaza into a giant resort is terrible.  Palestinians are not animals to be removed so that other people can take their place.,@richardmohr9428,1,0,i think trumps idea of turning gaza into a giant resort is terrible  palestinians are not animals to be removed so that other people can take their place
Im not sure at 0:14 wheter the people there want to have bearded women,@frankop3857,0,0,im not sure at  wheter the people there want to have bearded women
This is the most american dystopian thing i have ever seen,@ItsAubreeyy,0,0,this is the most american dystopian thing i have ever seen
"Whats the deal with this, the US takes over Gaza and builds this monstrosity and then trump claims it as his?",@Stonemonkie1,0,0,whats the deal with this the us takes over gaza and builds this monstrosity and then trump claims it as his
Kogo wyscie wybrali 😡😡😡,@Lola-k8t,1,0,kogo wyscie wybrali pouting_facepouting_facepouting_face
Hunger games real life what a dysttopian time to live,@bolars6521,0,0,hunger games real life what a dysttopian time to live
This is nuts great reporting guardian,@vvalasek,0,0,this is nuts great reporting guardian
"This is beyond henous, sick and disturbing ! I'm horrified and embarrassed!",@kathrynmoore5727,40,2,this is beyond henous sick and disturbing  im horrified and embarrassed
Hopefully the rest of the USA realizes that this Trump is 100% psycho!!!,@haco.lemonde,1,0,hopefully the rest of the usa realizes that this trump is  psycho
American is my favourite TV Show Starring President Trump 😂😂😂😂😂😂🎉🎉🎉🎉,@mobisnest3205,2,0,american is my favourite tv show starring president trump face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyparty_popperparty_popperparty_popperparty_popper
It's the natural consequence of Capitalism and SocialDarwinism,@istenaldja,0,0,its the natural consequence of capitalism and socialdarwinism
The United States of TRUMP,@ilyes9890,2,0,the united states of trump
"-Mom, mom! Look there's a shell!-No, Kim. It's a part of a human skull.-Can I take it home so I could use it as a Halloween decoration?-Ah, ok.",@olgapetz8742,3,0,mom mom look theres a shellno kim its a part of a human skullcan i take it home so i could use it as a halloween decorationah ok
"Donald the world is not a shop window, the planet is not for sale. You can't  measure everything in money.",@darthvaider5965,2,0,donald the world is not a shop window the planet is not for sale you cant  measure everything in money
And this is a bad idea because... ?,@scaryperi3051,2,1,and this is a bad idea because 
"American people, you voted for Trump and he will bring trouble to the whole world. He will never leave the presidency. All your taxes will be spent on the destruction of other countries.",@gulsahayazgok192,2,1,american people you voted for trump and he will bring trouble to the whole world he will never leave the presidency all your taxes will be spent on the destruction of other countries
Where can i download the whole song?,@jewmanstern199,1,0,where can i download the whole song
What a joke this has become.,@Mg9P,0,0,what a joke this has become
Question?  Why dancing men?,@michelleschneider5714,2,0,question  why dancing men
"I love Donald Trump because I love truth, and I hate hypocrisy. Donald Trump is not responsible for the genocides in Gaza. He is even the one that force the killers to negotiate 😉",@Bregme,0,0,i love donald trump because i love truth and i hate hypocrisy donald trump is not responsible for the genocides in gaza he is even the one that force the killers to negotiate winking_face
"No True. USA  no Come Gaza, Palestiina is free",@esaastamoinen,0,0,no true usa  no come gaza palestiina is free
"Has anyone noticed the Hula Dancers look like Don Jr? I'm getting the feeling whoever generated this video is subtly mocking the President and his ridiculous, sickening vision. And he doesn't even pick up on it...",@AHaight98,1,0,has anyone noticed the hula dancers look like don jr im getting the feeling whoever generated this video is subtly mocking the president and his ridiculous sickening vision and he doesnt even pick up on it
"0:42 ""[...] this could be something that could be so bad [...]""  ...or when a liar is betrayed by his own ""social truth"" . Q.E.D.",@FinnBELL,0,0,"  this could be something that could be so bad   or when a liar is betrayed by his own social truth  qed"
"Even if you put the immorality aside, they guy's just tacky",@Animemaniacman,0,0,even if you put the immorality aside they guys just tacky
"All the people posting ""it's impossible"" comments forget that the Middle East has great potential - look at UAE, KSA, etc. Beirut used to be the Paris of the Middle East. Why not Gaza too? Anyone can dream, and free markets, technology and capitalism are strong motors for progress.",@BernhardKohli,0,1,all the people posting its impossible comments forget that the middle east has great potential  look at uae ksa etc beirut used to be the paris of the middle east why not gaza too anyone can dream and free markets technology and capitalism are strong motors for progress
"i never want to hear ""at least we now have a president that can speak coherently"" again because just no",@extazy9944,1,0,i never want to hear at least we now have a president that can speak coherently again because just no
Do they have no shame?,@FrancoisvanderMensbrugghe,1,0,do they have no shame
That is the abomination of desolation,@craigriddell1169,0,0,that is the abomination of desolation
Trump ist the best President for the United Staats of Israel  !  I Hope the usa get a President that loves so much his Country 😊,@hassanhamsa8,2,0,trump ist the best president for the united staats of israel    i hope the usa get a president that loves so much his country smiling_face_with_smiling_eyes
This gives me North Korea vibes,@HaukePlayz,0,0,this gives me north korea vibes
The President of the USA lost his mind...,@diegoasturias9252,2,0,the president of the usa lost his mind
Hyped to visit Trump Gaza!Looks beautiful and glorious!,@nuclearpikmin5484,1,0,hyped to visit trump gazalooks beautiful and glorious
In ww2 germans created funny images of yews with funny noses. Nothing bad with that. We all laughed. Till we saw the next steps. Nothing bad showing a rebuild country where its bearded citizens entertain the world people with belly dances.,@TauvicRitter,0,0,in ww germans created funny images of yews with funny noses nothing bad with that we all laughed till we saw the next steps nothing bad showing a rebuild country where its bearded citizens entertain the world people with belly dances
I so love Trumps sense of humor. Bring it on !!,@Butterfly-t6d,0,0,i so love trumps sense of humor bring it on 
This is to remind that we are very close to 2028 the end .,@Raja-r6i,0,0,this is to remind that we are very close to  the end 
Evil people worship themselves in absurd ways,@roscoefoofoo,7,0,evil people worship themselves in absurd ways
"looks awesome, for everyone...",@TelfLad,0,0,looks awesome for everyone
Interesting how all sides are upset by even a remote joke about prosperity for Gaza,@pauld4355,0,0,interesting how all sides are upset by even a remote joke about prosperity for gaza
He needs medical attention asap.,@unesesm3093,4,0,he needs medical attention asap
"50,000 people died, including 20,000 children, and he wants to displace a million and a half people from Gaza so that we can see this scene? I have become convinced that you are an alien who does not live with us on Earth. Please step aside and leave us humans to solve our problems.",@DeepSaam,21,1, people died including  children and he wants to displace a million and a half people from gaza so that we can see this scene i have become convinced that you are an alien who does not live with us on earth please step aside and leave us humans to solve our problems
If this happens then there is no justice in this world,@RichardTelles-e1u,5,0,if this happens then there is no justice in this world
"Trump really is certifiable isn't he, it wasn't a question.",@RUSH2112RUSH,0,0,trump really is certifiable isnt he it wasnt a question
"Obscene and wicked.Was it a time to accept money and garments, olive orchards and vineyards, sheep and oxen, male servants and female servants?",@InTheBeloved77,0,0,obscene and wickedwas it a time to accept money and garments olive orchards and vineyards sheep and oxen male servants and female servants
Content president is here.,@bruh5912,0,0,content president is here
Tuya homomi orzu qibdi,@xasanabdaliyev,2,0,tuya homomi orzu qibdi
Does Egypt or Jordan want Palestinians in their country?,@USA_USA_USA,2,0,does egypt or jordan want palestinians in their country
evidence saved for impending impeachment. just a matter of time before even the gop will fail to protect him.,@robertwheeler5125,2,0,evidence saved for impending impeachment just a matter of time before even the gop will fail to protect him
This is idiocracy 😂,@barcaman1013,2,0,this is idiocracy face_with_tears_of_joy
"Has Donald Trump any idea how much he hurts all the people that lost their lives, their future, got badly injured. How horrible it must be if one of your friends or relatives are still buried under the rubble to see this videoclip. It just sparks more anger and terror(ism). In no way this Makes America Great Again. It is an act of pure narcism.  How bizarre it is that the Republican senators are ok with this.",@WitteveenMenno,2,0,has donald trump any idea how much he hurts all the people that lost their lives their future got badly injured how horrible it must be if one of your friends or relatives are still buried under the rubble to see this videoclip it just sparks more anger and terrorism in no way this makes america great again it is an act of pure narcism  how bizarre it is that the republican senators are ok with this
trump sux and that is being polite.,@robertwheeler5125,0,0,trump sux and that is being polite
I thought nothing can beat skibidi toilett but thats insane,@a.n.7761,2,0,i thought nothing can beat skibidi toilett but thats insane
Please... to any Trump voter out there... do you really think this is great? Please let me know!,@marcus4180,0,2,please to any trump voter out there do you really think this is great please let me know
"People cannot afford eggs anymore, and then this.... a golden statue of Trump and Elon Musk throwing money into the air... very smart message!",@marcus4180,6,0,people cannot afford eggs anymore and then this a golden statue of trump and elon musk throwing money into the air very smart message
If Biden made a golden statue of himself and called himself king and only hired people in his inner circle...The Guardian would have no problem with that,@nochepatada,2,1,if biden made a golden statue of himself and called himself king and only hired people in his inner circlethe guardian would have no problem with that
"I am for this development but oppose him on Canada partition,Greenland and most policies otherwise",@LeonNikkidude,0,0,i am for this development but oppose him on canada partitiongreenland and most policies otherwise
Just wants to be the golden idol of the Middle East .,@Johnnywalleye1,0,0,just wants to be the golden idol of the middle east 
"The left have zero sense of humour,  just look at the comedians they like, they cry at things like this 😂",@markzola8142,0,0,the left have zero sense of humour  just look at the comedians they like they cry at things like this face_with_tears_of_joy
Bizarre that there could be peace and prosperity.  That would ruin everything.,@wolcottwu756,1,0,bizarre that there could be peace and prosperity  that would ruin everything
"This is hilarious, but also disrespectful.",@jonathanstanley3132,2,0,this is hilarious but also disrespectful
Smoke and mirrors to divert attention away from a budget that assaults the working class while giving tax cuts to the billionaire class.,@rockfishmiller,0,0,smoke and mirrors to divert attention away from a budget that assaults the working class while giving tax cuts to the billionaire class
No body seen the guy dancers with full beards??? 👀,@lamontnathan2712,0,0,no body seen the guy dancers with full beards eyes
