text,author,likes,replyCount
A gold statue of trump ridiculous,@susanbutler6895,0,0
I just vomited  a little,@abigailpankhurst7386,0,0
Trump is incarnation of Reynald Chatillon ( Reynald planned to destroy of   holy places in Mecca ),@ArturCeltycki-oz4re,0,0
Zion Don strikes again,@IuliCobbler,0,0
Y’all are so angry 😂,@GamebossUKB,2,1
Miami vice moving to gaza,@Hair-n8g,0,0
Bizarre,@jimmyl324,0,0
Idiocracy,@AcidGubba,0,0
Matrix,@agnieszkagil9130,0,0
"Great tips, thanks for sharing!",@RasoaWafula-q1s,0,0
This is proof of his total disregard for human life.,@Jamminmotorking,3,0
"He aimed at a kingdom, he got a revolution, what an ignorant, story repeating",@JesuisIamEstoyyoSonoIoIchbin,0,0
🔥🔥🔥🔥,@Jan-yl2oj,0,0
He and/or his councellors have gone mad!,@mirjahmlinen2698,0,0
Imagine 😢Trump wanted to displaced the Poor people of gaza for making the hotspot of  nude dance with girl... WaahWhat a barbaric mind occupied he is...!,@abdulwahid8491,2,0
I think Trump's idea of turning Gaza into a giant resort is terrible.  Palestinians are not animals to be removed so that other people can take their place.,@richardmohr9428,1,0
😂😂,@daluve-hi5yi,1,0
This is disgusting,@applguyz,1,0
Im not sure at 0:14 wheter the people there want to have bearded women,@frankop3857,0,0
Utterly repulsive,@judithdavidson2356,1,0
WTH???????😮😢,@Kingdomgirl757,2,0
This is the most american dystopian thing i have ever seen,@ItsAubreeyy,0,0
"Whats the deal with this, the US takes over Gaza and builds this monstrosity and then trump claims it as his?",@Stonemonkie1,0,0
"This is just disgusting, inhuman, cynical and clearly insane! 🤮🤮🤮",@jolandamusic,3,0
Kogo wyscie wybrali 😡😡😡,@Lola-k8t,1,0
Women with beard… DEI pride,@CarlosLopez-di3yg,0,0
Hunger games real life what a dysttopian time to live,@bolars6521,0,0
Ita beautiful guys 🤩.....joking ...i remember watching this in a movie once....it was called back to the future....they predicted this 😂,@frankraym,0,0
This is nuts great reporting guardian,@vvalasek,0,0
"This is beyond henous, sick and disturbing ! I'm horrified and embarrassed!",@kathrynmoore5727,40,2
Hopefully the rest of the USA realizes that this Trump is 100% psycho!!!,@haco.lemonde,1,0
I’m sorry for the evil we do in this world,@tooturnt5465,0,0
American is my favourite TV Show Starring President Trump 😂😂😂😂😂😂🎉🎉🎉🎉,@mobisnest3205,2,0
👍🏆🍾,@Bokmalen70,0,0
Give him medicine....😢,@М.с-д9м,0,0
"WTH what did I just witness, after doing so much to Palestine he wants to do the dumbest things bro doesn’t have common sense he is delusional frfr",@nailashah2218,1,0
It's the natural consequence of Capitalism and SocialDarwinism,@istenaldja,0,0
The United States of TRUMP,@ilyes9890,2,0
"-Mom, mom! Look there's a shell!-No, Kim. It's a part of a human skull.-Can I take it home so I could use it as a Halloween decoration?-Ah, ok.",@olgapetz8742,3,0
"Donald the world is not a shop window, the planet is not for sale. You can't  measure everything in money.",@darthvaider5965,2,0
Ohrwurm😂,@groguthechild6178,0,0
Golden age,@lucahebenstreit,1,0
And this is a bad idea because... ?,@scaryperi3051,2,1
"American people, you voted for Trump and he will bring trouble to the whole world. He will never leave the presidency. All your taxes will be spent on the destruction of other countries.",@gulsahayazgok192,2,1
Where can i download the whole song?,@jewmanstern199,1,0
Sickening,@sue.yessimmons4204,43,0
What a joke this has become.,@Mg9P,0,0
Question?  Why dancing men?,@michelleschneider5714,2,0
"I love Donald Trump because I love truth, and I hate hypocrisy. Donald Trump is not responsible for the genocides in Gaza. He is even the one that force the killers to negotiate 😉",@Bregme,0,0
"No True. USA  no Come Gaza, Palestiina is free",@esaastamoinen,0,0
"0,15min Taliban-Dance",@xxmoritz_gerxx-2866,1,0
"Has anyone noticed the Hula Dancers look like Don Jr? I'm getting the feeling whoever generated this video is subtly mocking the President and his ridiculous, sickening vision. And he doesn't even pick up on it...",@AHaight98,1,0
😂😂😂,@kanaf181,0,0
Exodus 32: 19-35 😮,@agrannynanny,0,3
"0:42 ""[...] this could be something that could be so bad [...]""  ...or when a liar is betrayed by his own ""social truth"" . Q.E.D.",@FinnBELL,0,0
"‘The reviera of the Middle East, that could be something so ba…, erm.. this could be something so magnificent…..’ sometimes the truth fights its way up through all the lies, isn’t it Donny?",@Baskerville1000,0,0
Wonder what all the Palestinians think who voted for Trump. Trump Gaza I can’t wait to visit.😅😅😅😅,@Naturally-Techchick,1,0
"Even if you put the immorality aside, they guy's just tacky",@Animemaniacman,0,0
We’re crossing lines we didn’t even think existed.,@giorgiorosa4402,845,2
"All the people posting ""it's impossible"" comments forget that the Middle East has great potential - look at UAE, KSA, etc. Beirut used to be the Paris of the Middle East. Why not Gaza too? Anyone can dream, and free markets, technology and capitalism are strong motors for progress.",@BernhardKohli,0,1
"i never want to hear ""at least we now have a president that can speak coherently"" again because just no",@extazy9944,1,0
Do they have no shame?,@FrancoisvanderMensbrugghe,1,0
That is the abomination of desolation,@craigriddell1169,0,0
Trump ist the best President for the United Staats of Israel  !  I Hope the usa get a President that loves so much his Country 😊,@hassanhamsa8,2,0
This gives me North Korea vibes,@HaukePlayz,0,0
"I just realised…. 🤡Trump’s son, has bought many shares  in AI Technology - so the more U - We click on the AI GAZA  EVIL video, The Richer they become!!!",@hegevanderpol2204,0,2
The President of the USA lost his mind...,@diegoasturias9252,2,0
Hyped to visit Trump Gaza!Looks beautiful and glorious!,@nuclearpikmin5484,1,0
اقسم بالله زوال امريكا قريب وليس اسرائيل فقط,@AAY977,2,0
In ww2 germans created funny images of yews with funny noses. Nothing bad with that. We all laughed. Till we saw the next steps. Nothing bad showing a rebuild country where its bearded citizens entertain the world people with belly dances.,@TauvicRitter,0,0
The Golden Idol!,@acterene1,0,0
😂😂😂,@TriggerhappyUSA,0,0
I so love Trumps sense of humor. Bring it on !!,@Butterfly-t6d,0,0
😂,@motherofone979,0,0
“Trump Gaza: number one!” 😂,@tjm4444,0,0
This is to remind that we are very close to 2028 the end .,@Raja-r6i,0,0
"He really has no shame… no ethics, no empathy , no respect or dignity",@jahanshadi1934,6,2
"It is like to organize a colourful Disneyland in Auschwitz. Its disgusting and evil. 1st time I saw IT online I thought someone who hates Trump was mocking at him but when IT occured to be made by Trump/ his people IT came to me how crazy, dangerous and delulu is that big orange potato 🤯",@elizamarzec1257,2,0
Evil people worship themselves in absurd ways,@roscoefoofoo,7,0
"looks awesome, for everyone...",@TelfLad,0,0
Sicko video…,@josemata7890,1,0
Честно говоря очень низкое поведение от общества.,@dward-xg7tx,2,0
MAGAZA 🇺🇲🇮🇱,@beckslemon10090,1,0
Golden Age?,@Kimberly-d5x8q,1,0
Wonderfaul❤,@RNero-q5p,0,0
Interesting how all sides are upset by even a remote joke about prosperity for Gaza,@pauld4355,0,0
You know it’s bad when even the right says this is too far,@abigailwilliamson4156,4,0
"Si esa es la Gaza planteada es una porquería. La IA es una basura,  usen el cerebro y la inteligencia humana para algo hermoso y virtuoso, y no para la corrupción moral y económica, el libertinaje,  perversiones y pestilencia.",@TiraMisu-tq1vs,3,0
He needs medical attention asap.,@unesesm3093,4,0
"50,000 people died, including 20,000 children, and he wants to displace a million and a half people from Gaza so that we can see this scene? I have become convinced that you are an alien who does not live with us on Earth. Please step aside and leave us humans to solve our problems.",@DeepSaam,21,1
If this happens then there is no justice in this world,@RichardTelles-e1u,5,0
"Trump really is certifiable isn't he, it wasn't a question.",@RUSH2112RUSH,0,0
"Obscene and wicked.Was it a time to accept money and garments, olive orchards and vineyards, sheep and oxen, male servants and female servants?",@InTheBeloved77,0,0
وقاحة مكتسبة نتيجة صمت العالم,@hanansa2034,1,0
Content president is here.,@bruh5912,0,0
Great 🎉,@YallahYallahZugZug,2,0
Magnificente !It's Horrebl...,@danielluigi139,0,0
Tuya homomi orzu qibdi,@xasanabdaliyev,2,0
"Sick, just sick.",@SonnyTangHKG,5,0
"If this was a dream, it would be a nightmare. It’s sad and disgusting that a man could stoop that low !! Shameful !!!",@stefanfoley8416,9,0
Does Egypt or Jordan want Palestinians in their country?,@USA_USA_USA,2,0
evidence saved for impending impeachment. just a matter of time before even the gop will fail to protect him.,@robertwheeler5125,2,0
This is idiocracy 😂,@barcaman1013,2,0
"Has Donald Trump any idea how much he hurts all the people that lost their lives, their future, got badly injured. How horrible it must be if one of your friends or relatives are still buried under the rubble to see this videoclip. It just sparks more anger and terror(ism). In no way this Makes America Great Again. It is an act of pure narcism.  How bizarre it is that the Republican senators are ok with this.",@WitteveenMenno,2,0
trump sux and that is being polite.,@robertwheeler5125,0,0
America is doomed,@a.n.7761,5,0
I thought nothing can beat skibidi toilett but thats insane,@a.n.7761,2,0
Please... to any Trump voter out there... do you really think this is great? Please let me know!,@marcus4180,0,2
sounds like Suno,@Kieran.percussion,0,0
Wah thah fuh,@lordcatapult6467,0,0
"People cannot afford eggs anymore, and then this.... a golden statue of Trump and Elon Musk throwing money into the air... very smart message!",@marcus4180,6,0
If Biden made a golden statue of himself and called himself king and only hired people in his inner circle...The Guardian would have no problem with that,@nochepatada,2,1
"I am for this development but oppose him on Canada partition,Greenland and most policies otherwise",@LeonNikkidude,0,0
Just wants to be the golden idol of the Middle East .,@Johnnywalleye1,0,0
"The left have zero sense of humour,  just look at the comedians they like, they cry at things like this 😂",@markzola8142,0,0
He’s trolling the Arab countries to take charge,@SerrvantX,0,0
Bizarre that there could be peace and prosperity.  That would ruin everything.,@wolcottwu756,1,0
বয়স হয়েছে তাই মাথায় উল্টাপাল্টা চিন্তা আসে নেশা কেটে গেলে ট্রাম্প এসব চিন্তা থেকে সরে যাবে। 🤫,@mominsumon7102,0,0
"This is hilarious, but also disrespectful.",@jonathanstanley3132,2,0
Smoke and mirrors to divert attention away from a budget that assaults the working class while giving tax cuts to the billionaire class.,@rockfishmiller,0,0
No body seen the guy dancers with full beards??? 👀,@lamontnathan2712,0,0
🥰🥰,@guillaumebernier6090,1,0
awesome man,@HuaweiNova-b2d,0,0
"Trump is totally unhinged, it is absolutely necessary for him to leave power, he is a danger to all humanity",@saltoangellosroquesvenezue6248,0,0
lets see how many supporters go on pretzel mode,@brankobelfranin8815,0,0
“ I don’t want to be a wise guy”,@UdiKoomran,0,0
Many innocents died for Trump’s dream 😂😂😢Shame on him! 😢Disgraced!,@micson22mic29,1,0
Looks like a series of graven images to me… weird 🥴,@rockyjames-songwritersinge5546,0,0
Trump is EVIL!,@threestars2164,1,1
Why is it the public thinks A.I. is just being created now?.We now have the means to communicate with this intelligence(that's not artificial)That's as old as time itself.We are in endless simulations to observe the different results.The world is a stage 🌎,@kenpaupst,0,0
Modern pharaoh 😮.,@whitemusk7691,0,0
💰💰💰💰😎☀️😎💰💰💰💰,@halcyon568,0,0
free free Palestine,@sobuzbangla343,1,0
"What's next, president Camacho?",@ioanioan2657,0,0
Let's face the fact that the president of the US is a lunatic!!,@A-md3uz,3,0
I have to see the Facebook comments about this 😭,@kaynobee22,0,0
Let's crowdfund a time machine everybody,@nicoledreamcr4666,0,0
Kinda looks 🔥,@wewons,0,0
Why do the belly dancers have beards 😂,@Vito-2005,2,2
Absolute Bar Stuard!,@davec4276,0,0
“ That’s disturbing.” Double D Ed Ed and Eddie,@ryno_8848,0,0
"So, he shares a cartoonish version of the possibilities of what Gaza could become. I don't see any harm in that. I'm quite sure the average Gazan would rather live in luxury than what they've been living in for almost a century now.",@jamesiii2330,0,0
Awesome!!!,@Valentin3sArt,0,0
there are no words..... 🤢,@krisztinabencze4726,2,0
I actually love this; let’s make it happen.,@mattyboy999,0,0
He’s delusional,@dwaynesmith6200,0,0
Truly Appalling,@muckstickysoviet,0,0
Feast and dance the DEAL IS DONE,@shadowfax88,0,0
Only when you thought you have seen it all,@EthanBlake2,2,0
Breaded belly dancers are next,@EthanBlake2,1,0
America's first crackhead president delivers....,@darylmcintyre3838,0,0
"You calling it bizarre ? Is that the first word that came to your mind to describe this monstruosity ? Let me give you few adjectives you could have use instead : Scary, shameful, disgusting, ridiculous, outrageous...Stop minimizing what is now a dangerous reality.",@OhleKiki,0,0
He is Elon Musk's dog!,@timeless-ep3po,1,0
Americans elected Jimmy De Santa from GTA5 to run their country.,@amisotheist,2,0
"The most Black Mirror thing I have ever witnessed. Omg, actually can't believe he posted this. How are republicans not embarrassed at this? Like how can you look at him as a leader who cares about you when he literally onky cares about money and creating anjther dubai for his own selfish interests?",@Natta44,0,0
"I mean, all things considered, I think it's better to live in a riviera than in a place completely destroyed by war",@BartlomiejDmowski,4,5
I'd pay to visit it though. Like this comment if you would too. Be honest guys 😅,@christinerose8050,1,0
"Sick. The images of a gold Trump, the words of the song are concerning. Gave me bad strange vibes. Do not ignore it. He is showing himself. With musk.",@l.k.1111,1,0
"This should not be endorsed for any reasonEurope, Canada, Japan and all other countries should strongly oppose this.",@international-F3000,0,0
"A golden statue of “self”, the pride of life, bearded belly dancers, with the swelling red balloons of Baal? Are we seeing a repeat of the Luciferian isolatry of Nebuchadnezzar, king of Babylon,  from Daniel chapter 3? Here we see an AI generated vision of Gaza becoming a “Club Med”, a beach fleshpot in the land of Canaan. And all funded by the international bankers, who write checks out of thin air. And all this happening right there in the ancient coastal stronghold of the Philistines? Are we looking at a global vision of the coming “golden Age”, and that being the emergence of Mystery Babylon from Revelation 17-18? We cannot “unsee” what is being presented here. This is all so very troubling. Many here in America had hoped for better.",@GavinFinley153,1,0
Lachend in die Kreissäge. 🤪,@mredneb3573,0,0
Belly dancers have beards at 0:15  🤔,@dojione7743,2,0
"He didnt make the AI. he just shared it like you. Prob blew his mind too. Gonna have to be more on the ball in what we see.Guardian adding old speech the AI  at end, has just become a new AI in itself that they did do!",@carole8169,0,0
"It’s clear Elon Musk made this, right? Or of his high school graduates on DOGE?",@Jolie_Folie,0,0
I am so glad I never voted for this fool. This is beyond pathetic..smh,@carlossaenz7485,0,0
All can see Donlad Trump is isolationist. Ha ha ha.,@michalxinski9127,0,0
Does anyone see the satire?,@lappynet,2,1
THUMBS UP??? 👍🏼To show the idiocy and decadence.  Or THUMBS DOWN ????👎 because of the idiocy and decadence.,@sharongillesp,1,0
I should get pay for seeing this,@Stefano1109,0,0
This is insane 😩,@NIGHTHAWK-8050,0,0
This is most likely a trick deployed by the enemy. They're the only ones who create Trump statues. Don't believe it. It's a trick to manipulate your emotions.,@angelique544,0,1
OMG.🤮😳😞🫣,@sharongillesp,1,0
Giving Kim Jung un energy😂,@djones3700,0,0
I can’t believe this kind of a person is a president. If the president is sick the community will be,@SonOfAdam314,0,0
Ew ew ew 🤢🤢🤢,@ParadiseQuestMangaka,0,0
This can't true.,@CherylShear,0,1
So some has pointed out that this video is pointing out trump’s failures 😂,@Skunkyb01,0,0
"This is visionary. True genius. What is the alternative? Constant war, relief programs and living in dirt because of extremists? DJT needs applauding!",@Geoff-z1t,3,1
"""Bizarre"" The Guardian?Only ""bizarre""?Would you have said the same if Putin published a video like that on Ukraine?History will tell who closed their eyes on genocides?",@PIayerJ,0,0
Bro we truly are in the darkest timeline,@Gobro-z1g,0,0
Trump is an absolute fool.,@Corkboard753,1,0
"No more tunnels, no more fear!Trump Gaza is finally here! 🫶",@alleykat1750,1,0
This is gonna be hilarious to read on history's books,@jacfon2,0,0
Make the World America Again.,@beyondthekarmamatrix,1,0
It's just the beginning,@Wizard-ox7ss,0,0
"This kind of videos can may be creats 2.0 version of ""H***S"" To secure his own place. So dont underestimate the humans feelings",@marsookrahman4125,0,0
This is sick.,@jenniferflanders883,0,0
W Trump,@nswag2706,1,0
this will surely bring down the price of eggs,@extazy9944,1056,24
Imagine killing hundreds of thousands and parodying it with this video. Glad I am not American.,@hummingbir6,6,4
Shaytan Trump and Nethanjahu may your punishment be huge,@yasins2131,0,0
"You can't stop the force of stupidity, but you can change its direction",@robertwilk4,0,0
Trump's non-sense insanity is bringing many to their sanity senses I guess!,@theReformer2210,1,0
W trump,@cuh720,0,0
What an embarrassment for the US to have a nutcase as president Hes crazy,@Irishandproud2707,4,0
😂😂😂😂😂😂😂,@Biden_83,0,0
South park or real life?,@danielmcallahan,2,0
حسبي الله ونعم الوكيل,@nadine-j7g,3,0
He pushes our emaginations to the limits..That we are less shocked what will happen2030 ww3 is comming,@SeRadoful,0,0
Mister Dumb Trump,@onemanjo2,1,0
Dystopian AF,@SabaMalik-v8p,1,0
Shameful act,@ravindercheema8920,1,0
❤❤❤❤❤❤❤❤❤❤❤,@bernicehagins643,1,0
Don't worry folks..the Palestinians can afford to stay,@tommybrown9534,0,0
So you take a mass grave site and do what with it? Build condos?,@mikeutube7888,1,0
Tackling all the most important problems first,@theknight8036,4,0
So bad or magnificent .which Donald,@ozozturk8177,0,0
Disgusting people running and ruining this country.,@metrodetroitbaseballclub7672,0,0
The bearded belly dancers really sold this to me…how do I buy in?,@alexstoyanoff7434,0,0
0:27 literally a gold statue of our new lord and savior.,@altimmons,0,0
"This is a nightmare, it can't be real. What kind of man is him? Is he really so shameless?",@francomarabello2560,0,0
Is it Arkadag?,@jrgenjlsteinsndroltren9044,0,0
It's over,@fryingpan7583,0,0
It makes Las Vegas look almost tasteful.,@JamesAtkinson-bf9qk,0,0
"..First prize in ideas, innovations and projects of shamelessness.",@Carlos-m2v1w,0,0
What is more impressive is that there are still people supporting this beast.,@angelinacar2,1,0
Better than it is now. No doubt the raging left will find a way to complain.,@willojames9910,0,0
"We didnt know we needed this song !!!!Once long time ago there was ONE KING, than they were many KINGS , now we only have KONGS WITHOUT BALLS, THAN THERE IS TRUMPY  THE KING OF TODAY KONGS WITHOUT BALLS",@jannovak1516,0,0
"I watch this video and all I hear is Phoebe´s voice screaming ""my eyes, my eyes, my eeeeeyes""",@christiannienaber7628,0,0
That was painful to watch through,@tafheemyeasir1606,1,0
If this actually happens I’m warning you all please hide your children!,@tagreeddeeb6941,0,0
Psycho—-s! 😂,@patrickpatrick9132,0,0
"It is not Bizarre, you are lying and you are evil.",@allon33,0,0
He's ridiculous 😊,@dawnwilliams969,0,0
He's ridiculous 😊,@dawnwilliams969,0,0
Il prossimo futuro?,@marytancredi4729,0,0
Whoever my dealer is he hoooed me up because this cant be real,@jeai,0,0
Biff tunnen,@FornelloVegano,1,0
I love it.  Great idea from Trump,@abc-ed1nr,0,0
9/10th's of the worlds population knows this is a really bad idea.,@Tigershark-qy2gq,0,0
I absolutely love the media falling for this one. 😂😂😂😂,@repairworld2367,1,0
I'm now convinced without a shadow of a doubt these guys not mentally well.,@MB-pc4cs,2,0
Niveau has left the world direction mars ...,@maurice2759,0,0
Trump GOAT Troll.,@PeterStuyvesant20s,1,0
Hope that Iran will solve the problem and get rid off Trump and Netanjahu. If noone else can do it.,@j.weasel-flink,1,0
Show must go on💪🇺🇸🇺🇸🇺🇸💪,@Iñaki-e1b,1,0
Lyrics:Donald Trump to set you freeBringing the light for all to seeNo more tunnels no more fearTrump Gaza is finally hereTrump Gaza shining brightGolden future a brand new lightPeace and dance the deal is doneTrump Gaza Number OneTrump Gaza shining brightGolden Future a brand new lightFeast and dance the deal is doneTrump Gaza Number One,@FatalistDC,3,3
TRUMP GAZA IS FINALLY HERE!,@JDC352,1,0
"So illegal immigration to the US is unacceptable, but illegal immigration to Gaza is fine?",@blank54620,1,2
Trump = Murderer.                    Netanyahu = Murderer.                           Both are not considered as Human anymore,@daneialjavaid1065,1,0
I bet there is a Trump Tower in Donnie’s plans,@DavidFarrar-t9i,0,0
He spits on Gaza… in front of the whole world. The poor children who have lost their homes will have to see this in the future.,@asehelleren8573,207,14
Mad person,@Roozimmu182,0,0
"I want to think that all of this is a global candid camera joke, run by either aliens or some prankster in the matrix.",@backslash68,2,0
Das Video kann nicht echt sein?,@danahartmann1423,0,0
😂😂😂😂 فشر,@creativethought2024,0,0
What happened with us? I think that we're living alternative reality,@Roquetdb,0,0
Look at all these enemies of America saying how terrible it is,@HughGoldspiel,0,0
"Mad man on throne of the most powerful country,now thing who elected him,are they normal? 🤣",@chris74288,0,1
Astagfuriallah,@ZayAk16,1,0
"Well, if you don’t like it, maybe you should go away",@HughGoldspiel,0,0
This man is sick beyond belief.,@46kevs,0,0
Wait until we see ones about the Ukrainian minerals and business in Russia.,@mambaman9363,2,0
It's been like two days and I'm still laughing. Four more years of the content president to go folks 🥂,@shanustheanus,4,2
USA is SICK,@zero1111fly,3,2
"Shameless, just shameless!! 🤢",@rebelvision8247,11,0
I cannot believe it. This is the end.,@snoopjohnb9004,10,0
Ha ha satirical masterclass and got the desired affect 🤣,@Washynumber9,2,0
Is this the trailer of the new Leslie Nielsen movie??,@HenryJuice,1,0
"Wow, Trump's imagination is truly next level! From a war zone straight to a five-star resort. Maybe next, he'll make an AI video about 'Trump Mars' – a red planet full of casinos and golf courses. Perhaps his AI forgot that Gaza has real people, not just empty land for billionaire experiments.",@tupaizdtupai9829,3,0
Absolutely sickening!!!! Shame!!🤬Palestine will be free!!!!!🇵🇸✌,@grzegorzgreg09,1,0
Kim Jun Trump,@Robin_Polarstern,1,0
Vollkommen GAGA!,@donnerwetter4753,0,0
this is the most cringe think i have ever seen,@MackTheKnife149,1,0
Perché non la fa in Germania dove sono i forni a gas li e il posto giusto per un bel resort 🏖️🏝️🛖🛟🎡🎢🎠🚀,@Rmtda,1,0
He is an absolute wally,@ShaneC27,1,0
Trump is a Businessman trying the “marketing” techniques that salesmen use .. the shock technique 😀 love the guy ❤️❤️❤️,@Abbtsmith0619,1,0
America wants to be the villain so baaaaad.,@kekguy,3,0
TRUMP ❤❤❤,@Abbtsmith0619,3,0
"I'm not going to lie. If I travel to Gaza for vacation, I will buy one of those golden statues as a souvenir.",@nighthunter3824,9,2
This is a place where only 2.2 million Palestinians who talk about human rights are violating human rights today only Palestine,@RafsanPatwary-u6w,0,0
This advertisement is an insult to the Palestinians who were kicked out of their land and were martyred by America and Israel,@hadilol,5,0
We got this before gta6😂,@priyansh4747,0,0
"who even thought of creating this advertisement, yet alone post it",@hadilol,3,0
"who even thought of creating this advertisement, yet alone post it",@hadilol,59,3
This advertisement is an insult to the Palestinians who were kicked out of their land and were martyred by America and Israel,@hadilol,13,0
